Date,Open,High,Low,Close,Adj Close,Volume
2025-06-26,0.734916,0.737338,0.734694,0.734916,0.734916,0
2025-06-27,0.737300,0.738460,0.734603,0.737300,0.737300,0
2025-06-28,0.735824,0.737855,0.733923,0.735824,0.735824,0
2025-06-29,0.737654,0.741070,0.737757,0.737654,0.737654,0
2025-06-30,0.741361,0.741433,0.737376,0.741361,0.741361,0
2025-07-01,0.738607,0.738771,0.735786,0.738607,0.738607,0
2025-07-02,0.735781,0.738035,0.735738,0.735781,0.735781,0
2025-07-03,0.735738,0.736806,0.734338,0.735738,0.735738,0
2025-07-04,0.735370,0.737953,0.734954,0.735370,0.735370,0
2025-07-05,0.736334,0.738007,0.735073,0.736334,0.736334,0
2025-07-06,0.736485,0.738078,0.734500,0.736485,0.736485,0
2025-07-07,0.736106,0.738007,0.734862,0.736106,0.736106,0
2025-07-08,0.740297,0.746046,0.740198,0.740297,0.740297,0
2025-07-09,0.745879,0.748845,0.745495,0.745879,0.745879,0
2025-07-10,0.747295,0.749092,0.745773,0.747295,0.747295,0
2025-07-11,0.746391,0.750019,0.746291,0.746391,0.746391,0
2025-07-12,0.749951,0.751004,0.748907,0.749951,0.749951,0
2025-07-13,0.748604,0.752338,0.748548,0.748604,0.748604,0
2025-07-14,0.752791,0.756384,0.752321,0.752791,0.752791,0
2025-07-15,0.754330,0.759036,0.752502,0.754330,0.754330,0
2025-07-16,0.754717,0.757518,0.754074,0.754717,0.754717,0
2025-07-17,0.757851,0.758806,0.756893,0.757851,0.757851,0
2025-07-18,0.757461,0.758628,0.755755,0.757461,0.757461,0
2025-07-19,0.755881,0.758766,0.753937,0.755881,0.755881,0
2025-07-20,0.755333,0.755333,0.754774,0.755333,0.755333,0
2025-07-21,0.755173,0.755938,0.750356,0.755173,0.755173,0
2025-07-22,0.750638,0.750976,0.748178,0.750638,0.750638,0
2025-07-23,0.749193,0.750920,0.748245,0.749193,0.749193,0
2025-07-24,0.748783,0.752513,0.746397,0.748783,0.748783,0
2025-07-25,0.748514,0.749361,0.746013,0.748514,0.748514,0
2025-07-26,0.749120,0.749625,0.745545,0.749120,0.749120,0
2025-07-27,0.746871,0.748184,0.746614,0.746871,0.746871,0
2025-07-28,0.747468,0.749513,0.743920,0.747468,0.747468,0
2025-07-29,0.747390,0.749361,0.746074,0.747390,0.747390,0
2025-07-30,0.745746,0.746046,0.743638,0.745746,0.745746,0
2025-07-31,0.744280,0.744380,0.740741,0.744280,0.744280,0
2025-08-01,0.741290,0.741801,0.738531,0.741290,0.741290,0
2025-08-02,0.740587,0.741823,0.739443,0.740587,0.740587,0
2025-08-03,0.741499,0.743262,0.740658,0.741499,0.741499,0
2025-08-04,0.744513,0.745490,0.743036,0.744513,0.744513,0
2025-08-05,0.741955,0.743439,0.741213,0.741955,0.741955,0
2025-08-06,0.743163,0.744635,0.741059,0.743163,0.743163,0
2025-08-07,0.739350,0.741433,0.738891,0.739350,0.739350,0
2025-08-08,0.741966,0.745412,0.741691,0.741966,0.741966,0
2025-08-09,0.743273,0.744879,0.742688,0.743273,0.743273,0
2025-08-10,0.745634,0.746436,0.743749,0.745634,0.745634,0
2025-08-11,0.746174,0.748531,0.744264,0.746174,0.746174,0
2025-08-12,0.744297,0.747496,0.742793,0.744297,0.744297,0
2025-08-13,0.747217,0.748279,0.742115,0.747217,0.747217,0
2025-08-14,0.742385,0.742666,0.738367,0.742385,0.742385,0
2025-08-15,0.738389,0.740801,0.738378,0.738389,0.738389,0
2025-08-16,0.741328,0.743213,0.741125,0.741328,0.741328,0
2025-08-17,0.742721,0.743660,0.741224,0.742721,0.742721,0
2025-08-18,0.742942,0.745479,0.741818,0.742942,0.742942,0
2025-08-19,0.743064,0.744269,0.742137,0.743064,0.743064,0
2025-08-20,0.743202,0.744302,0.736599,0.743202,0.743202,0
2025-08-21,0.737148,0.739098,0.736849,0.737148,0.737148,0
2025-08-22,0.738623,0.742010,0.737975,0.738623,0.738623,0
2025-08-23,0.742650,0.742777,0.740428,0.742650,0.742650,0
2025-08-24,0.741977,0.742611,0.740982,0.741961,0.741961,0
2025-08-25,0.740851,0.742264,0.739131,0.740851,0.740851,0
2025-08-26,0.739541,0.740658,0.738809,0.739541,0.739541,0
2025-08-27,0.740905,0.744059,0.740357,0.740905,0.740905,0
2025-08-28,0.741763,0.742997,0.739858,0.741763,0.741763,0
2025-08-29,0.740176,0.740741,0.739208,0.740346,0.740346,0
2025-08-30,0.740669,0.741570,0.738754,0.740669,0.740669,0
2025-08-31,0.739005,0.739317,0.735051,0.739005,0.739005,0
2025-09-01,0.736513,0.738438,0.735440,0.736513,0.736513,0
2025-09-02,0.736719,0.738247,0.735305,0.736719,0.736719,0
2025-09-03,0.737877,0.738334,0.736231,0.737877,0.737877,0
2025-09-04,0.736811,0.737637,0.735045,0.736811,0.736811,0
2025-09-05,0.735835,0.740423,0.735321,0.735835,0.735835,0
2025-09-06,0.740045,0.742754,0.739366,0.740045,0.740045,0
2025-09-07,0.743384,0.745007,0.742032,0.743384,0.743384,0
2025-09-08,0.741592,0.742446,0.740253,0.741592,0.741592,0
2025-09-09,0.741977,0.742666,0.739410,0.741977,0.741977,0
2025-09-10,0.741120,0.742942,0.740845,0.741120,0.741120,0
2025-09-11,0.742594,0.742997,0.738885,0.742594,0.742594,0
2025-09-12,0.738678,0.740192,0.738056,0.738678,0.738678,0
2025-09-13,0.738220,0.739645,0.737986,0.738220,0.738220,0
2025-09-14,0.738836,0.738934,0.734641,0.738836,0.738836,0
2025-09-15,0.736751,0.737278,0.735045,0.736751,0.736751,0
2025-09-16,0.742286,0.743086,0.738509,0.742286,0.742286,0
2025-09-17,0.739262,0.739754,0.734975,0.739262,0.739262,0
2025-09-18,0.734673,0.736860,0.734581,0.734673,0.734673,0
2025-09-19,0.736128,0.737871,0.735889,0.736128,0.736128,0
2025-09-20,0.736323,0.736768,0.734878,0.736323,0.736323,0
2025-09-21,0.736052,0.739027,0.734603,0.736052,0.736052,0
2025-09-22,0.738771,0.738934,0.737762,0.738771,0.738771,0
2025-09-23,0.739541,0.739919,0.736133,0.739541,0.739541,0
2025-09-24,0.736719,0.737654,0.736138,0.736719,0.736719,0
2025-09-25,0.737229,0.740056,0.735922,0.737229,0.737229,0
2025-09-26,0.739437,0.741950,0.739235,0.739437,0.739437,0
2025-09-27,0.738307,0.738552,0.732783,0.738307,0.738307,0
2025-09-28,0.735073,0.736925,0.734414,0.735073,0.735073,0
2025-09-29,0.736876,0.738160,0.735381,0.736876,0.736876,0
2025-09-30,0.736762,0.737605,0.730209,0.736762,0.736762,0
2025-10-01,0.730620,0.731957,0.728571,0.730620,0.730620,0
2025-10-02,0.730626,0.730882,0.726169,0.730626,0.730626,0
2025-10-03,0.726850,0.728576,0.725684,0.726850,0.726850,0
2025-10-04,0.725358,0.726058,0.722256,0.725358,0.725358,0
2025-10-05,0.723652,0.725542,0.722768,0.723652,0.723652,0
2025-10-06,0.726121,0.728513,0.725969,0.726121,0.726121,0
2025-10-07,0.726253,0.728597,0.724501,0.726253,0.726253,0
2025-10-08,0.727908,0.729395,0.727326,0.727855,0.727855,0
2025-10-09,0.729900,0.732236,0.729208,0.729900,0.729900,0
2025-10-10,0.732032,0.732386,0.728401,0.732032,0.732032,0
2025-10-11,0.729703,0.731850,0.728337,0.729703,0.729703,0
2025-10-12,0.732172,0.733321,0.730241,0.732172,0.732172,0
2025-10-13,0.732284,0.733590,0.731240,0.732284,0.732284,0
2025-10-14,0.731706,0.731957,0.727056,0.731706,0.731706,0
2025-10-15,0.725847,0.727114,0.725574,0.725847,0.725847,0
2025-10-16,0.728704,0.730140,0.728046,0.728704,0.728704,0
2025-10-17,0.731732,0.734765,0.730444,0.731732,0.731732,0
2025-10-18,0.730380,0.732762,0.730098,0.730380,0.730380,0
2025-10-19,0.731481,0.732064,0.729044,0.731481,0.731481,0
2025-10-20,0.728162,0.729022,0.726649,0.728162,0.728162,0
2025-10-21,0.728481,0.730973,0.727924,0.728481,0.728481,0
2025-10-22,0.731112,0.733385,0.730482,0.731112,0.731112,0
2025-10-23,0.731155,0.732005,0.730503,0.731155,0.731155,0
2025-10-24,0.731759,0.733525,0.730770,0.731759,0.731759,0
2025-10-25,0.732450,0.735559,0.732048,0.732450,0.732450,0
2025-10-26,0.735456,0.735857,0.733122,0.735456,0.735456,0
2025-10-27,0.734506,0.735240,0.732966,0.734506,0.734506,0
2025-10-28,0.734867,0.735489,0.733439,0.734867,0.734867,0
2025-10-29,0.734160,0.734479,0.731475,0.734160,0.734160,0
2025-10-30,0.733122,0.733999,0.731096,0.733122,0.733122,0
2025-10-31,0.730514,0.732231,0.729703,0.730514,0.730514,0
2025-11-01,0.728221,0.732279,0.727908,0.728221,0.728221,0
2025-11-02,0.731743,0.733676,0.731518,0.731743,0.731743,0
2025-11-03,0.733735,0.734592,0.732671,0.733735,0.733735,0
2025-11-04,0.732816,0.732789,0.729283,0.732816,0.732816,0
2025-11-05,0.729022,0.732172,0.728125,0.729022,0.729022,0
2025-11-06,0.730818,0.734220,0.730519,0.730818,0.730818,0
2025-11-07,0.734274,0.735137,0.731673,0.734274,0.734274,0
2025-11-08,0.733746,0.734187,0.730012,0.733746,0.733746,0
2025-11-09,0.731197,0.731797,0.727781,0.731197,0.731197,0
2025-11-10,0.730460,0.731743,0.729411,0.730460,0.730460,0
2025-11-11,0.731625,0.732295,0.726908,0.731625,0.731625,0
2025-11-12,0.726797,0.727114,0.725616,0.726797,0.726797,0
2025-11-13,0.726681,0.727008,0.725174,0.726681,0.726681,0
2025-11-14,0.727014,0.730994,0.726744,0.727014,0.727014,0
2025-11-15,0.728762,0.729118,0.726570,0.728762,0.728762,0
2025-11-16,0.727749,0.728173,0.725763,0.727749,0.727749,0
2025-11-17,0.728173,0.728385,0.726565,0.728173,0.728173,0
2025-11-18,0.729219,0.729448,0.726945,0.729219,0.729219,0
2025-11-19,0.729065,0.730140,0.728571,0.729065,0.729065,0
2025-11-20,0.729618,0.730588,0.728836,0.729618,0.729618,0
2025-11-21,0.730743,0.731368,0.729075,0.730743,0.730743,0
2025-11-22,0.729858,0.732547,0.729501,0.729858,0.729858,0
2025-11-23,0.732177,0.733595,0.730994,0.732177,0.732177,0
2025-11-24,0.732005,0.732558,0.729794,0.732005,0.732005,0
2025-11-25,0.729687,0.731203,0.729294,0.729687,0.729687,0
2025-11-26,0.729964,0.731315,0.728157,0.729964,0.729964,0
2025-11-27,0.731384,0.731893,0.727416,0.731384,0.731384,0
2025-11-28,0.727919,0.730407,0.727014,0.727919,0.727919,0
2025-11-29,0.731165,0.734355,0.730663,0.731165,0.731165,0
2025-11-30,0.733498,0.734916,0.733245,0.733498,0.733498,0
2025-12-01,null,null,null,null,null,null
2025-12-02,0.733245,0.733999,0.732821,0.733245,0.733245,0
2025-12-03,0.733703,0.733783,0.732756,0.733703,0.733703,0
2025-12-04,0.733676,0.734916,0.733020,0.733676,0.733676,0
2025-12-05,0.734365,0.735884,0.733197,0.734365,0.734365,0
2025-12-06,0.733977,0.734700,0.733245,0.733977,0.733977,0
2025-12-07,0.732816,0.733606,0.731700,0.732816,0.732816,0
2025-12-08,0.731208,0.731839,0.729560,0.731208,0.731208,0
2025-12-09,0.731556,0.732279,0.730380,0.731556,0.731556,0
2025-12-10,0.731064,0.731529,0.729996,0.731064,0.731064,0
2025-12-11,0.729820,0.729874,0.727458,0.729820,0.729820,0
2025-12-12,0.729554,0.729501,0.725979,0.729554,0.729554,0
2025-12-13,0.726681,0.727220,0.725979,0.726681,0.726681,0
2025-12-14,0.725384,0.725911,0.724291,0.725384
